Fold,Mean absolute error,Pearson correlation,Spearman correlation,Epoch,train NLL,test NLL,test CRPS
2,0.48875151574611664,0.8081685900688171,0.8568880911423302,0,1.3235055923461914,1.0896730422973633,nan
2,0.22229541838169098,0.953777015209198,0.9506399136659994,1,0.250336354970932,0.22872816026210785,nan
2,0.2267315909266472,0.961468517780304,0.9586453388606828,2,0.15881543122231961,0.31915128231048584,nan
2,0.24377602338790894,0.966808557510376,0.9643913216785004,3,0.10209580846130847,0.415322482585907,nan
2,0.18135420978069305,0.9708002507686615,0.9683990662894937,4,0.14398167431354522,0.10636923462152481,nan
2,0.15916388481855392,0.9721661508083344,0.9707191238583471,5,0.047241730988025664,0.004697992000728846,nan
2,0.17215735465288162,0.9722605347633362,0.9717872131016377,6,-0.14175913855433464,0.13460615277290344,nan
2,0.18950016051530838,0.9734769463539124,0.9723894592701808,7,-0.04701280668377876,0.1936415731906891,nan
2,0.15761809796094894,0.9742098450660706,0.9731211196814242,8,-0.182359579205513,-0.04173069819808006,nan
2,0.15789762139320374,0.9732281267642975,0.9737231248551019,9,-0.2096991240978241,-0.016129037365317345,nan
2,0.18600114434957504,0.9734654724597931,0.9730842442238159,10,-0.3202019542455673,0.32775819301605225,nan
2,0.17116158455610275,0.9746715128421783,0.9733635605159796,11,-0.03646986931562424,0.03615894913673401,nan
2,0.19751575589179993,0.9722524285316467,0.9730341205350278,12,-0.21826052889227868,0.21208089590072632,nan
2,0.15011730045080185,0.9751727283000946,0.974546845304914,13,-0.2195540115237236,-0.06388164311647415,nan
2,0.14949137717485428,0.975885808467865,0.9750965545928079,14,-0.08195899426937103,-0.04733608663082123,nan
2,0.14620056748390198,0.9771508574485779,0.9752450074298719,15,-0.23971050400286914,-0.12264955043792725,nan
2,0.1559363603591919,0.9769593775272369,0.9761069226867597,16,0.10583833456039429,0.04679204896092415,nan
2,0.160832941532135,0.9776807427406311,0.9758286969937819,17,-0.17581399930641056,-0.050688162446022034,nan
2,0.13862179964780807,0.9777018427848816,0.976606628419175,18,-0.3266197293996811,-0.15000605583190918,nan
2,0.133088618516922,0.9775143265724182,0.9756906069359286,19,-0.45652768611907957,-0.21345917880535126,nan
2,0.18871060013771057,0.9759752452373505,0.9764410649466704,20,-0.20039065480232238,0.06532301008701324,nan
2,0.14020951092243195,0.9770398139953613,0.9759694379951542,21,-0.27607688009738923,-0.16371659934520721,nan
2,0.14340555667877197,0.979200005531311,0.9777515950245164,22,-0.33319693356752395,-0.08409091830253601,nan
2,0.14860082417726517,0.9773944616317749,0.9772098385671797,23,-0.3051916718482971,-0.12325190007686615,nan
2,0.15106461197137833,0.9795271456241608,0.9779010118410417,24,-0.227313095331192,-0.13420778512954712,nan
2,0.14420512318611145,0.977085292339325,0.9757735091696136,25,-0.29876130223274233,-0.08121417462825775,nan
2,0.20732470601797104,0.9767725169658661,0.9778781173288323,26,-0.0010677482467144727,0.3559568524360657,nan
2,0.13421668857336044,0.9784084260463715,0.9780084955509938,27,-0.5084440350532532,-0.14046140015125275,nan
2,0.132707841694355,0.9795778691768646,0.9787225633370655,28,-0.40252305567264557,-0.1815081685781479,nan
2,0.1350419968366623,0.9798599779605865,0.9782528643444723,29,-0.4238014787435532,-0.1318698525428772,nan
2,0.1296353042125702,0.9792230427265167,0.9772469517764455,30,-0.4914374053478241,-0.21450676023960114,nan
2,0.12575382739305496,0.9797109067440033,0.9779533077268256,31,-0.17853261828422545,-0.2539426386356354,nan
2,0.16572663933038712,0.9802237749099731,0.9786408660777074,32,-0.11230640280991792,0.07321560382843018,nan
2,0.14779005199670792,0.9796946048736572,0.9790001894219642,33,-0.10080737471580506,0.059728607535362244,nan
2,0.13404056429862976,0.980306088924408,0.9787563026182164,34,-0.49727483093738556,-0.16601155698299408,nan
2,0.13486216962337494,0.9806952476501465,0.979303119967726,35,-0.4705083191394806,-0.18523582816123962,nan
2,0.15190590918064117,0.979298859834671,0.9791163489470693,36,-0.35057766139507296,-0.13515885174274445,nan
2,0.1254286989569664,0.9803065359592438,0.9792525110459998,37,-0.49631827473640444,-0.25003278255462646,nan
2,0.12734569609165192,0.9797857105731964,0.9789110213217798,38,-0.3649316968396306,-0.23509524762630463,nan
2,0.13312207162380219,0.9806765615940094,0.979403855821448,39,-0.526390665769577,-0.2029978185892105,nan
2,0.12582416832447052,0.9808549284934998,0.9791510522076818,40,-0.3221477508544922,-0.25135916471481323,nan
2,0.12019900605082512,0.9810014963150024,0.9791970822269661,41,-0.3169052302837372,-0.2875705063343048,nan
2,0.1314944252371788,0.9814217984676361,0.9801063558539821,42,-0.5251175403594971,-0.1959206759929657,nan
2,0.1294550970196724,0.9812546670436859,0.9800277915278738,43,-0.3389975607395172,-0.25254330039024353,nan
2,0.11982663720846176,0.981403648853302,0.9801039459053286,44,-0.5582938730716706,-0.2575647234916687,nan
2,0.12146691977977753,0.9811828434467316,0.9794072297495631,45,-0.38595842458307744,-0.2662253975868225,nan
2,0.11900345236063004,0.9816003143787384,0.9801058738642515,46,-0.4021159827709198,-0.3138980567455292,nan
2,0.15968524664640427,0.9809827506542206,0.9801140676896738,47,-0.4918838441371918,0.03959574177861214,nan
2,0.131530299782753,0.9789243340492249,0.9777301464814991,48,-0.4735861510038376,-0.2322865128517151,nan
2,0.13145983964204788,0.9819765388965607,0.9803589184728831,49,-0.5015423893928528,-0.2243533730506897,nan
2,0.12944553047418594,0.980642706155777,0.9791455683180637,50,-0.47390758991241455,-0.2330455332994461,nan
2,0.13581082224845886,0.981927365064621,0.9802909579208506,51,-0.544265478849411,-0.19672653079032898,nan
2,0.12182246148586273,0.9811151325702667,0.9803087915408876,52,-0.3825573831796646,-0.3139478266239166,nan
