Fold,Mean absolute error,Pearson correlation,Spearman correlation,Epoch,train NLL,test NLL,test CRPS
0,0.2880899161100387,0.9544046521186828,0.9594567108153196,0,0.3190256923437118,0.4113962948322296,
0,0.177781693637371,0.9715172350406648,0.9765051695808568,1,0.2649006269872188,0.0730118751525878,
0,0.1951757371425628,0.9738541543483734,0.97881173143725,2,0.040621727798134,0.469968169927597,
0,0.1524568498134613,0.9777296483516692,0.9805726809184604,3,-0.0696302063763141,-0.1106975823640823,
0,0.1851563900709152,0.9773425459861756,0.9813313327546244,4,0.0195025481749325,0.1441265195608139,
0,0.16057750582695,0.9786495566368104,0.9808486200393016,5,0.1569638945162296,-0.0486169718205928,
0,0.1422406435012817,0.9803577959537506,0.9824030369208954,6,-0.0236031835898756,-0.1526362597942352,
0,0.1766845881938934,0.9803559482097626,0.9823414014201488,7,-0.0705672506475821,0.0072974064387381,
0,0.158808559179306,0.9786684811115264,0.9806640179724332,8,-0.1462738633155823,-0.0831131860613823,
0,0.1911186650395393,0.9798789024353028,0.982290733313636,9,-0.2689203049987554,0.3376007378101349,
0,0.1331726610660553,0.980467826128006,0.9825052187438096,10,-0.1064048901200294,-0.2099979966878891,
0,0.1332401782274246,0.9806936085224152,0.9826377659197594,11,-0.1596736028790474,-0.2310939282178878,
0,0.1539461240172386,0.9805849194526672,0.9821948173572216,12,-0.2379005931317806,-0.060624361038208,
0,0.1241215281188488,0.9813645780086516,0.98264812869897,13,-0.2895305976271629,-0.3227047026157379,
0,0.1287219077348709,0.981618195772171,0.9835145052399514,14,-0.2597648382186889,-0.2305100560188293,
0,0.1229769699275493,0.981578141450882,0.9832725463951266,15,-0.2404204845428466,-0.3346953988075256,
0,0.1211205646395683,0.9819386005401612,0.9832127796685164,16,-0.2869305074214935,-0.3248198628425598,
0,0.1288850083947181,0.9821043312549592,0.9829886544437284,17,-0.1426484048366546,-0.2682360112667084,
0,0.1493479833006858,0.9824093282222748,0.983334482075525,18,-0.1495036125183105,-0.1814483851194381,
0,0.1907043009996414,0.9823573529720306,0.983595238519848,19,0.8676561005413532,0.0210721939802169,
0,0.1191732361912727,0.9823097586631776,0.9836210842323568,20,-0.2582006379961967,-0.325043261051178,
0,0.1252204030752182,0.9822051823139192,0.9830948719121396,21,-0.3304468154907226,-0.3238962590694427,
0,0.1385634019970893,0.9825423061847688,0.9836456064467092,22,-0.2975625671446323,-0.1015041396021843,
0,0.1907437294721603,0.9824283123016356,0.9832354331858606,23,-0.2382513284683227,0.1745177209377288,
0,0.1160178370773792,0.9830428063869476,0.98426803498741,24,-0.2547487080097198,-0.3903334736824035,
0,0.1354821249842643,0.9838261306285858,0.9846570618966392,25,-0.4149442374706268,-0.2272262424230575,
0,0.1329426318407058,0.9829069972038268,0.9838781052717592,26,-0.3880064010620117,-0.2543947100639343,
0,0.1188527531921863,0.9823565483093262,0.9839044349321092,27,0.0286736339330673,-0.3449262678623199,
0,0.1447023004293441,0.9836307168006896,0.9847990672052253,28,-0.3996746361255646,-0.1298543810844421,
0,0.1362645477056503,0.9828044474124908,0.9845165618901324,29,-0.3934151087421924,-0.0395191758871078,
0,0.1492954939603805,0.9827907979488372,0.9840025198423124,30,-0.268938048183918,-0.1571668237447738,
0,0.120542973279953,0.9836371541023254,0.9847510498941312,31,-0.5046636402606964,-0.3328063786029815,
0,0.115330871194601,0.983828067779541,0.9848252763126628,32,-0.398814845085144,-0.3775734305381775,
0,0.1453115418553352,0.9825547337532043,0.9846468789385572,33,-0.3661498636007309,-0.0887520089745521,
0,0.13120137155056,0.983513355255127,0.9848958266494908,34,-0.5087381660938263,-0.283492773771286,
0,0.1183795928955078,0.9840835928916932,0.9851841176671888,35,-0.307939213514328,-0.3597959876060486,
0,0.1488693356513977,0.984285056591034,0.9851433895349426,36,-0.3917897015810013,-0.2087214738130569,
0,0.1086408346891403,0.984422892332077,0.9852241228148392,37,-0.5678215742111206,-0.4579543769359588,
0,0.1133312284946441,0.9844152629375458,0.9853896251583858,38,-0.4386741578578949,-0.4210702180862427,
0,0.1445473209023475,0.9842871129512788,0.985461261762357,39,-0.426791375875473,-0.1133942380547523,
0,0.1526554971933365,0.9840899407863616,0.9850313269225488,40,-0.3873374462127685,-0.1054274588823318,
0,0.1648632436990738,0.9845941364765168,0.9856651434184543,41,-0.1835182353854179,0.0211025290191173,
0,0.1213576570153236,0.9837647080421448,0.9851147111459644,42,-0.390304958820343,-0.3606005609035492,
0,0.1294454708695411,0.9843679666519164,0.9855788672566544,43,-0.3743589609861374,-0.3447210490703583,
