Fold,Mean absolute error,Pearson correlation,Spearman correlation,Epoch,train NLL,test NLL,test CRPS
4,0.3723153918981552,0.9073874354362488,0.9129251541656451,0,1.0582002639770507,0.8383781313896179,nan
4,0.2076224982738495,0.966587632894516,0.9731835742385225,1,0.32455734312534334,0.2567620873451233,nan
4,0.4278198629617691,0.9399571716785431,0.9768877956531157,2,0.6626334547996521,0.7621141672134399,nan
4,0.16662266105413437,0.9778127670288086,0.9795481846953566,3,0.3207107335329056,0.1648581624031067,nan
4,0.14296365529298782,0.9810803234577179,0.9820144056500529,4,-0.029180168360471725,-0.0771554633975029,nan
4,0.16284683346748352,0.9829854369163513,0.9833678574052466,5,0.16900931000709535,0.047631312161684036,nan
4,0.15126878023147583,0.9830052256584167,0.9842549718003055,6,0.042158880084753034,-0.019757354632019997,nan
4,0.1593862697482109,0.9837182462215424,0.9842442376922719,7,0.1470065586268902,0.12272489070892334,nan
4,0.13145336508750916,0.9848681688308716,0.9846693083704098,8,0.018659529834985734,-0.1437176913022995,nan
4,0.16393768787384033,0.9831122756004333,0.9844901680341126,9,0.21140847280621528,0.0749972015619278,nan
4,0.16093328595161438,0.985217273235321,0.9853481810696134,10,-0.06074265688657761,0.004735101945698261,nan
4,0.12623116374015808,0.9850116968154907,0.9855392481926148,11,-0.20123007595539094,-0.2075088620185852,nan
4,2.0727208852767944,0.9799339175224304,0.9831051689205668,12,2.2278809547424316,2.192411422729492,nan
4,0.13037299364805222,0.9847554862499237,0.9856380607640216,13,-0.050481878221035004,-0.12781617045402527,nan
4,0.6128798723220825,0.7704063951969147,0.9747135424369384,14,1.1536478281021119,1.1605116128921509,nan
4,0.16619829833507538,0.9820830523967743,0.9850135154346933,15,0.18254290744662285,0.11059559881687164,nan
4,0.13043829798698425,0.9849949479103088,0.986236308420752,16,0.04694555550813675,-0.11192990094423294,nan
4,0.23066803067922592,0.9854319393634796,0.9863066176491637,17,0.09812207072973252,0.3790636360645294,nan
4,0.1532393917441368,0.9862207472324371,0.9861198441693757,18,-0.11848046332597732,-0.028156636282801628,nan
4,0.15223226696252823,0.9864761531352997,0.9865919063871283,19,-0.1321020107716322,-0.04212268814444542,nan
4,0.141901433467865,0.9865057468414307,0.9866975777173277,20,-0.030945689510554077,-0.05946654826402664,nan
4,0.1710726097226143,0.9867917597293854,0.9869413612375617,21,-0.028502936661243438,0.13626199960708618,nan
