Fold,Mean absolute error,Pearson correlation,Spearman correlation,Epoch,train NLL,test NLL
1,1.0598315000534058,0.9187263548374176,0.9308368835893583,0,1.3639879941940307,1.7749282121658325
1,0.29849375784397125,0.9488632380962372,0.9608320685119485,1,0.8301634788513184,0.6835312247276306
1,0.2384582981467247,0.9617127776145935,0.9660120121480692,2,0.14746537376195193,0.6462246775627136
1,0.25663191080093384,0.9536496698856354,0.9676195061978834,3,0.4409314453601837,0.3311179280281067
1,0.2181558683514595,0.9705358743667603,0.9695724702889481,4,-0.040390354208648206,0.44201546907424927
1,0.1726313829421997,0.9732869863510132,0.9713654720872518,5,-0.04278450114652514,-8.071669435594231e-05
1,0.3402276933193207,0.9113028943538666,0.9728119232691628,6,0.7787789225578308,0.77149498462677
1,0.1510593742132187,0.9770764708518982,0.9756229461587986,7,-0.2152635633945465,-0.09016046673059464
1,0.16652914136648178,0.9777548313140869,0.9762041669940181,8,0.021741965552791953,-0.012629706412553787
1,0.15184493362903595,0.9794198274612427,0.9774204680795071,9,-0.12874265909194946,-0.07418182492256165
1,0.24527303129434586,0.9647855758666992,0.9766659719989035,10,0.14728199895471333,0.29373490810394287
1,0.1615583822131157,0.97879758477211,0.9780024706793597,11,0.071574617177248,0.03770941123366356
1,0.15896987915039062,0.9790957570075989,0.9789707880483899,12,0.02047603176906705,-0.012436047196388245
1,0.21479148417711258,0.9785788655281067,0.9793086013542827,13,-0.16484088003635405,0.19781619310379028
1,0.1718236282467842,0.9783347547054291,0.9791267117262801,14,0.005851491168141365,0.009619275107979774
1,0.13635198026895523,0.9804384112358093,0.9794132546211971,15,0.1053296223282814,-0.1454930156469345
1,0.1755014732480049,0.9778931438922882,0.9799682657961291,16,-0.1387054741382599,0.10672740638256073
1,0.13569501787424088,0.980642706155777,0.9795050736649005,17,-0.19989420771598815,-0.19905497133731842
1,0.1512264758348465,0.981349527835846,0.9799429613352659,18,0.09718559943139553,-0.0972723737359047
1,0.13601736724376678,0.9815539121627808,0.9802667969967267,19,-0.3085381716489792,-0.21172715723514557
1,0.1335754171013832,0.9816326200962067,0.9803138524330601,20,-0.3271160513162613,-0.23308713734149933
1,0.16345952451229095,0.9819216132164001,0.9804647152187775,21,-0.26876608431339266,-0.050797391682863235
1,0.13898169994354248,0.9812999665737152,0.9804606183060663,22,-0.2202858716249466,-0.2052583396434784
1,0.16333147138357162,0.9791561961174011,0.9809524888262732,23,-0.1487522877752781,-0.07624877244234085
1,0.14753910899162292,0.9818770289421082,0.9804261560403196,24,-0.28367491215467455,-0.17946499586105347
1,0.12930834293365479,0.9826253950595856,0.9811698661948309,25,-0.3729336351156235,-0.25441089272499084
1,0.13519789278507233,0.9811631143093109,0.9803728961750742,26,-0.21623868122696877,-0.23272408545017242
1,0.13562793284654617,0.9819589257240295,0.9807276406168892,27,-0.15987117290496827,-0.20956462621688843
1,0.16676942259073257,0.9825308322906494,0.9814214648342703,28,-0.19847359182313085,0.05636497214436531
1,0.15746789425611496,0.9813130497932434,0.980740172349888,29,-0.2778732568025589,-0.12375815957784653
