Fold,Mean absolute error,Pearson correlation,Spearman correlation,Epoch,train NLL,test NLL
0,0.38781578838825226,0.8891030251979828,0.9278172179263549,0,0.9105474591255188,0.8336094617843628
0,0.25827933847904205,0.9646576941013336,0.9719802499887938,1,0.30468505024909975,0.41280362010002136
0,0.30486246943473816,0.9689042270183563,0.9750391978148514,2,0.1434163261204958,0.873441755771637
0,0.18306578695774078,0.9731567800045013,0.9777482210964015,3,0.3282474786043167,0.1925320327281952
0,0.17200955003499985,0.9772684276103973,0.980604974230419,4,0.026117388159036636,0.04478389397263527
0,0.15851619839668274,0.9783018827438354,0.9816636646739606,5,-0.07948628664016724,0.01232360303401947
0,0.3638361096382141,0.9673181474208832,0.9823837573316664,6,0.8923509359359741,0.9674056768417358
0,0.1351451277732849,0.979649692773819,0.982078416837251,7,-0.028525330871343613,-0.13637161254882812
0,0.17246778309345245,0.9795492887496948,0.9823326664202094,8,0.044548676908016206,0.06649783998727798
0,0.14462176710367203,0.9799090623855591,0.9823088079285383,9,-0.06351497028954327,-0.08856747299432755
0,0.16759857535362244,0.9797625839710236,0.9827175352201947,10,0.0959282847121358,0.10628645122051239
0,0.1554199829697609,0.9787585437297821,0.9821622830503974,11,0.09678937569260597,0.042970698326826096
0,0.1556815728545189,0.9807530343532562,0.982536486775436,12,-0.1727087303996086,-0.016644667834043503
0,0.18449214845895767,0.9802080988883972,0.9828257419147428,13,-0.14344740547239782,0.20153987407684326
0,0.17081525921821594,0.9803134799003601,0.9827247650661555,14,0.009962046146392822,0.010521754622459412
0,0.5100113451480865,0.977721631526947,0.9827211501431751,15,0.06676595360040664,3.440685749053955
0,0.15510080754756927,0.9778899550437927,0.9813219339548751,16,0.3462628245353699,0.12459851056337357
0,0.16377223283052444,0.9801627397537231,0.9820928765291728,17,-0.011590299801900983,0.047814831137657166
