Fold,Mean absolute error,Pearson correlation,Spearman correlation,Epoch,train NLL,test NLL
3,0.40099118649959564,0.9651419818401337,0.9691668759305414,0,0.4595942199230194,1.319120168685913
3,0.19024766981601715,0.9784683287143707,0.9807045051098143,1,0.13661085814237595,0.14793655276298523
3,0.1801910102367401,0.9811198711395264,0.9825257033073653,2,0.16073459163308143,0.07768924534320831
3,0.17847779393196106,0.9827721118927002,0.9841066296241493,3,0.11298030316829681,0.05855390056967735
3,0.1657753437757492,0.9848126173019409,0.9851821897082662,4,-0.0894023060798645,0.021944982931017876
3,0.1530543714761734,0.9861063361167908,0.9861606288616415,5,-0.09765797592699528,-0.09597746282815933
3,0.20050839334726334,0.9825417101383209,0.9865836342907734,6,0.2067130148410797,0.18300527334213257
3,0.3229243904352188,0.982978880405426,0.9869658521702389,7,0.6831176280975342,0.8574473261833191
3,0.18918836116790771,0.9851624369621277,0.986055555100343,8,-0.10165907517075538,0.11386112868785858
3,0.18448453396558762,0.9851678311824799,0.9875094771230805,9,-0.16962436139583587,0.06586336344480515
3,0.16377228498458862,0.9868147969245911,0.9869879642344341,10,-0.1747127663344145,-0.025514213368296623
3,0.16116288304328918,0.9849353432655334,0.9880709951593772,11,-0.09633180312812328,-0.054642193019390106
3,0.149103082716465,0.9872717261314392,0.9874041623669167,12,-0.21935746241360904,-0.10057281702756882
3,0.1579553559422493,0.9871596097946167,0.9879073596457955,13,-0.19678496718406677,-0.053092967718839645
3,0.14618626981973648,0.9877064824104309,0.988077502020742,14,-0.3610393226146698,-0.11251604557037354
3,0.13794924318790436,0.9878785312175751,0.9882515003135344,15,-0.20035270154476165,-0.14428628981113434
3,0.13236867636442184,0.9884490668773651,0.9883305466293736,16,-0.35745776891708375,-0.20457394421100616
3,0.2264404445886612,0.9870212972164154,0.9880620783493588,17,-0.060046601109206676,0.3367627263069153
3,0.17208238691091537,0.9852153062820435,0.9882563797520271,18,-0.21543207280337812,0.058282796293497086
3,0.17914282530546188,0.9874190390110016,0.9884618888309966,19,-0.11609060913324357,0.15688854455947876
3,0.1260346844792366,0.9884995818138123,0.988722463849721,20,-0.15835634768009185,-0.2449081540107727
3,0.12405466288328171,0.9884750843048096,0.9886069677399454,21,-0.2424930602312088,-0.29560187458992004
3,0.13171564042568207,0.9885205030441284,0.9889108622651686,22,-0.38669835925102236,-0.1964445561170578
3,0.13526983559131622,0.9885822832584381,0.9887966306989865,23,-0.17805049270391465,-0.20063945651054382
3,0.125810444355011,0.9885503351688385,0.988775905140565,24,-0.18151317574083806,-0.2878760099411011
3,0.12951359152793884,0.988404780626297,0.9885939540172158,25,-0.3168294936418533,-0.2665221095085144
3,0.21346048265695572,0.9881651103496552,0.9885970869504656,26,-0.2017035523429513,0.09634968638420105
3,0.13179122656583786,0.9878409504890442,0.9889002584910925,27,0.09385576695203782,-0.2891305685043335
3,0.12412064522504807,0.9879221320152283,0.9889838837093738,28,-0.2853391095995903,-0.32910603284835815
3,0.11906993389129639,0.9888128042221069,0.9889952104680457,29,-0.4175880551338196,-0.3196590840816498
