Fold,Mean absolute error,Pearson correlation,Spearman correlation,Epoch,train NLL,test NLL
4,0.25267253816127777,0.9624485075473785,0.9678296396870031,0,0.5383737444877624,0.5031118988990784
4,0.1807767152786255,0.972152441740036,0.9741260289238891,1,0.12441493952646851,0.06972703337669373
4,0.16578500717878342,0.9768353700637817,0.9780043814243637,2,0.1006666898727417,0.07973867654800415
4,0.1681443676352501,0.9754348993301392,0.9776635138603575,3,0.29146298170089724,0.09957070648670197
4,0.15471212565898895,0.9787586629390717,0.979773600964066,4,-0.0702021673321724,-0.05027864873409271
4,0.19280126690864563,0.9755439758300781,0.9815831330428287,5,0.46380414366722106,0.4518551230430603
4,0.14544077217578888,0.9830670356750488,0.9830985505614656,6,-0.022351859137415886,-0.11290998756885529
4,0.14220617711544037,0.9828029274940491,0.9831524596373686,7,-0.031819486152380706,-0.13612820208072662
4,0.13914627581834793,0.9840864837169647,0.9835858790661993,8,-0.018013399187475444,-0.12117429077625275
4,0.12633990496397018,0.9842942953109741,0.9838544097060764,9,-0.08001284152269364,-0.22410540282726288
4,0.12744303792715073,0.9845418035984039,0.9847506490557325,10,-0.18107294738292695,-0.19171497225761414
4,0.12582196295261383,0.9847822189331055,0.9848489257781752,11,-0.2726235181093216,-0.23432829976081848
4,0.1494886726140976,0.9846110343933105,0.9848339567564293,12,0.07486546495929361,-0.10943075269460678
4,0.11929696053266525,0.9856606125831604,0.9853236118890027,13,-0.24252148866653442,-0.2779451310634613
4,0.13382844626903534,0.985379159450531,0.9850900248822603,14,-0.10680126845836639,-0.17067699134349823
4,0.12015096470713615,0.9854200482368469,0.9852460877754253,15,-0.21503258347511292,-0.30019575357437134
4,0.17541278898715973,0.9849912226200104,0.985131590623065,16,-0.09481062442064285,-0.00028307439060881734
4,0.12194809690117836,0.9854461848735809,0.9855483125505102,17,-0.24930410981178283,-0.2645513415336609
4,0.12529592216014862,0.9850360751152039,0.9847687777715229,18,-0.11922930181026459,-0.2657005488872528
4,0.1539565473794937,0.9852084517478943,0.9852770974208563,19,-0.18470059856772422,-0.06754812598228455
4,0.12559806555509567,0.9857726097106934,0.9853956496806962,20,-0.17349461168050767,-0.26606282591819763
4,0.13217809051275253,0.9857606887817383,0.9856609014169977,21,0.0037840329110622405,-0.23080472648143768
4,0.12431095913052559,0.9848443269729614,0.985517302905079,22,-0.16774630844593047,-0.2661028504371643
4,0.11958915740251541,0.9853577613830566,0.9852265278452305,23,-0.18109222054481505,-0.3094998002052307
4,0.1337824985384941,0.9837067723274231,0.985253243847448,24,0.019577131420373917,-0.17738501727581024
4,0.13175582885742188,0.9834435880184174,0.9853098355742914,25,-0.1995170831680298,-0.20804385840892792
4,0.15894031524658203,0.9862558841705322,0.985933964359749,26,0.03793192803859711,-0.07833625376224518
4,0.12478196248412132,0.9858396351337433,0.9857248289937324,27,-0.24955130890011787,-0.32462164759635925
4,0.12150351703166962,0.9865655899047852,0.9862825255400212,28,-0.2460142519325018,-0.32913440465927124
4,0.12195984646677971,0.9863366484642029,0.985828830573793,29,-0.3460409104824066,-0.33637309074401855
