Fold,Mean absolute error,Pearson correlation,Spearman correlation,Epoch,train NLL,test NLL,test CRPS
1,6.472622871398926,-0.1349988728761673,-0.09550048744548108,0,1.7446442604064942,2.2670397758483887,3.407576084136963
1,7.181990146636963,0.40732941031455994,0.49435556303125866,1,2.5268237829208373,2.2582645416259766,3.505829334259033
1,3.92083740234375,0.5537378787994385,0.730970169045037,2,2.0213927030563354,1.9265530109405518,2.567836284637451
1,3.345210313796997,0.6233863234519958,0.7649078426560885,3,1.7464749574661256,1.8461034297943115,2.3356947898864746
1,3.6443305015563965,0.6410075426101685,0.7702778594420748,4,2.0684155225753784,1.8503552675247192,2.4116156101226807
1,3.0073869228363037,0.6383453011512756,0.7671838518797574,5,1.6545324802398682,1.9430010318756104,2.6167004108428955
1,2.8786349296569824,0.6547043323516846,0.7688361749717083,6,1.5648338794708252,1.8665423393249512,2.316809892654419
1,2.9846243858337402,0.6531343460083008,0.7844057378566758,7,1.6322020769119263,1.8130018711090088,2.2566909790039062
1,3.1991379261016846,0.6394180655479431,0.7914380523765656,8,2.0014253854751587,1.8552117347717285,2.4296562671661377
1,2.92745041847229,0.6586576700210571,0.7853786994718831,9,1.607033133506775,1.8167943954467773,2.277655839920044
1,2.9112319946289062,0.6525698304176331,0.7814781952377482,10,1.5257974714040756,1.9119840860366821,2.4872190952301025
1,3.0955984592437744,0.6420770287513733,0.7767988398953171,11,1.593559193611145,1.8158127069473267,2.2766714096069336
1,3.241515874862671,0.6386350393295288,0.7987387675877443,12,1.4969282269477844,1.773029088973999,2.255361557006836
1,3.0293569564819336,0.656326413154602,0.79196976998561,13,1.7079483032226563,1.9332250356674194,2.5623772144317627
1,5.894272804260254,0.6355970501899719,0.795866483354591,14,2.2208516597747803,1.9181967973709106,3.56099009513855
1,3.232672691345215,0.6511618494987488,0.8068861304225853,15,1.8665502071380615,1.763100504875183,2.2416300773620605
1,3.0689196586608887,0.6431760191917419,0.8055364250679065,16,1.807139801979065,1.769977331161499,2.1840054988861084
1,3.5235178470611572,0.6465798020362854,0.8017321109308315,17,1.6174161791801454,1.8579823970794678,2.277863025665283
1,3.1098313331604004,0.6387941241264343,0.8053615295509816,18,1.2352224469184876,1.776532530784607,2.2279891967773438
1,2.9547247886657715,0.6590770483016968,0.80926109840822,19,1.5663670003414154,1.790290355682373,2.271211862564087
1,2.895010232925415,0.6521247029304504,0.7987512268955151,20,1.6653098106384276,1.8121261596679688,2.204881429672241
1,3.2040133476257324,0.6538378000259399,0.8103351216960611,21,1.6397100687026978,1.7818886041641235,2.2191686630249023
1,2.7979745864868164,0.6646944880485535,0.8021543937470528,22,1.488838005065918,1.8285382986068726,2.2335543632507324
1,3.269850730895996,0.6381897330284119,0.8112924079306535,23,1.3741607546806336,1.8202794790267944,2.265127182006836
1,2.862605094909668,0.6615694165229797,0.8107968985853258,24,1.481575345993042,1.8089593648910522,2.2902631759643555
1,2.84216570854187,0.6583976745605469,0.7948928245172245,25,2.1997539043426513,1.9158759117126465,2.324213743209839
