Fold,Mean absolute error,Pearson correlation,Spearman correlation,Epoch,train NLL,test NLL,test CRPS
4,6.071871280670166,0.23318205028772354,0.23313186973152256,0,2.152573347091675,2.4129886627197266,3.7611265182495117
4,3.3427417278289795,0.6596829891204834,0.7412815642162461,1,1.6982117414474487,2.154292106628418,2.7732462882995605
4,3.7049577236175537,0.6539146900177002,0.7497380653424662,2,1.7990806579589844,1.9953263998031616,2.4970858097076416
4,3.1869285106658936,0.6850218176841736,0.7740238060252038,3,1.4887083292007446,1.9494459629058838,2.4441471099853516
4,5.1480393409729,0.700559139251709,0.7844324024072528,4,1.357788586616516,1.9699971675872803,2.9278974533081055
4,3.0577621459960938,0.7133792638778687,0.7932964955915341,5,1.2802996397018434,1.9174104928970337,2.417804002761841
4,3.0283823013305664,0.7159815430641174,0.7840078435365454,6,1.4117938041687013,1.9640638828277588,2.514958620071411
4,3.316371440887451,0.692535400390625,0.7960838736923266,7,1.2607470512390138,1.9046440124511719,2.3474233150482178
4,3.5802788734436035,0.7214816808700562,0.8090172621039622,8,1.5701307773590087,1.876346230506897,2.2920186519622803
4,2.93745493888855,0.746709406375885,0.8037741714036295,9,1.5431379795074462,1.904809594154358,2.2225918769836426
4,3.1260533332824707,0.7403157353401184,0.8100068336612121,10,1.793543291091919,1.898000955581665,2.1894679069519043
4,3.1501872539520264,0.7310962080955505,0.8106542507894677,11,1.9337480068206787,1.8494784832000732,2.186149835586548
4,2.9498579502105713,0.7516238689422607,0.8179981150484323,12,1.498514723777771,1.8847841024398804,2.3962087631225586
4,3.1492786407470703,0.7465570569038391,0.8189210000445374,13,1.3739959359169007,1.8914819955825806,2.3207523822784424
4,3.2170181274414062,0.7541069388389587,0.8217349493233772,14,1.7394366025924684,1.8216712474822998,2.135977029800415
4,3.4132847785949707,0.732067346572876,0.8083463322969733,15,1.6153483629226684,1.8920437097549438,2.269974946975708
4,2.8759453296661377,0.7504954934120178,0.8134226251920429,16,1.3374752402305603,1.8977203369140625,2.2804057598114014
4,3.195748805999756,0.7570117115974426,0.8197913687187345,17,1.6797967672348022,1.8350945711135864,2.179906129837036
4,2.8922760486602783,0.7657887935638428,0.813701302612936,18,1.5064833164215088,1.861853837966919,2.228985071182251
4,2.870650053024292,0.7790051698684692,0.8260713172165435,19,1.3701260685920715,1.8557490110397339,2.0414180755615234
4,3.448267698287964,0.7300101518630981,0.8244167616688883,20,1.5914077639579773,1.8944480419158936,2.3165454864501953
4,2.990539073944092,0.7696612477302551,0.819979915060567,21,1.3704016208648682,1.87221097946167,2.087672233581543
4,4.654292583465576,0.7373023629188538,0.8277450265870526,22,1.400319254398346,1.9097076654434204,2.970862627029419
4,2.968519926071167,0.7864000201225281,0.8130905459643264,23,1.4441264867782593,1.8718221187591553,2.0402586460113525
4,2.8778200149536133,0.7646976113319397,0.8257852190582842,24,1.278752827644348,1.8748881816864014,2.18617844581604
