method,grouping,feature,metric,importance,std,n_channels
lime,channel,z1000_00,pred_tmax_degC,-0.05007989744734857,0.09203102804273282,1
lime,channel,z925_00,pred_tmax_degC,0.04539468135302441,0.06998314294760363,1
lime,channel,z850_00,pred_tmax_degC,-0.0025232799169893605,0.015494272255613563,1
lime,channel,z700_00,pred_tmax_degC,-0.009530718632508607,0.03406637337173779,1
lime,channel,z500_00,pred_tmax_degC,-0.013583545691098549,0.04234260699071597,1
lime,channel,z300_00,pred_tmax_degC,0.012176097472363718,0.039641792163563096,1
lime,channel,z1000_06,pred_tmax_degC,0.020932920171108895,0.032904988135618686,1
lime,channel,z925_06,pred_tmax_degC,0.08578078733729946,0.13351823385295822,1
lime,channel,z850_06,pred_tmax_degC,0.04259488606270809,0.0686665420883619,1
lime,channel,z700_06,pred_tmax_degC,-0.03198689521676351,0.05250080466121692,1
lime,channel,z500_06,pred_tmax_degC,-0.016884221314071843,0.043915483806369095,1
lime,channel,z300_06,pred_tmax_degC,-0.0008536154835979012,0.013996569979630133,1
lime,channel,z1000_12,pred_tmax_degC,-0.14285325603333604,0.33796255401343256,1
lime,channel,z925_12,pred_tmax_degC,-0.012449052670587175,0.022856868696249647,1
lime,channel,z850_12,pred_tmax_degC,0.07316442591207264,0.10856712669053394,1
lime,channel,z700_12,pred_tmax_degC,0.015223182625888926,0.01982172356595052,1
lime,channel,z500_12,pred_tmax_degC,0.01940975438914287,0.03740973982045271,1
lime,channel,z300_12,pred_tmax_degC,0.014101751628993804,0.028099736916993127,1
lime,channel,z1000_15,pred_tmax_degC,-0.09767642225934152,0.22599342821242663,1
lime,channel,z925_15,pred_tmax_degC,0.0057053231202616895,0.0005554304994502502,1
lime,channel,z850_15,pred_tmax_degC,0.05656451329608879,0.0875291059378318,1
lime,channel,z700_15,pred_tmax_degC,0.007868722648549079,0.014325661096352875,1
lime,channel,z500_15,pred_tmax_degC,0.01742101241808625,0.03460666161185773,1
lime,channel,z300_15,pred_tmax_degC,0.017215474671129938,0.045223141068379526,1
lime,channel,z1000_18,pred_tmax_degC,0.022687291779046125,0.026364859820881173,1
lime,channel,z925_18,pred_tmax_degC,0.07523618631319849,0.13175453536678192,1
lime,channel,z850_18,pred_tmax_degC,0.07962393913825526,0.12429285281747716,1
lime,channel,z700_18,pred_tmax_degC,0.020052313234053095,0.047054420005949414,1
lime,channel,z500_18,pred_tmax_degC,0.002707785402241824,0.016557486115429527,1
lime,channel,z300_18,pred_tmax_degC,0.012738693386011465,0.019687360311289148,1
lime,channel,t1000_00,pred_tmax_degC,0.07141199649560347,0.21478175589946938,1
lime,channel,t925_00,pred_tmax_degC,0.06997778398376057,0.18188153207098748,1
lime,channel,t850_00,pred_tmax_degC,-0.030685709325142974,0.06338941800047673,1
lime,channel,t700_00,pred_tmax_degC,-0.014311105515031975,0.0462974087140215,1
lime,channel,t500_00,pred_tmax_degC,0.015656604423523488,0.044057811482263544,1
lime,channel,t300_00,pred_tmax_degC,0.0033590340246291072,0.010426078390594702,1
lime,channel,t1000_06,pred_tmax_degC,0.09331192139004862,0.13803031393695758,1
lime,channel,t925_06,pred_tmax_degC,0.05969846666924002,0.09866707383849908,1
lime,channel,t850_06,pred_tmax_degC,-0.026478253330780275,0.06020556486356806,1
lime,channel,t700_06,pred_tmax_degC,-0.014682366258788842,0.04470397856765424,1
lime,channel,t500_06,pred_tmax_degC,0.008613730733144115,0.020428961219821403,1
lime,channel,t300_06,pred_tmax_degC,0.004732038341587351,0.03774510259342317,1
lime,channel,t1000_12,pred_tmax_degC,0.20654338078588905,0.34377152384197135,1
lime,channel,t925_12,pred_tmax_degC,0.24246369609986845,0.2586574763771775,1
lime,channel,t850_12,pred_tmax_degC,0.03617872057320101,0.06954218592518671,1
lime,channel,t700_12,pred_tmax_degC,0.012499231335529699,0.04132886604522788,1
lime,channel,t500_12,pred_tmax_degC,0.016901276690277585,0.03306043966124401,1
lime,channel,t300_12,pred_tmax_degC,0.0034824438180745807,0.010096654595156044,1
lime,channel,t1000_15,pred_tmax_degC,0.17840216603799638,0.2621481041590559,1
lime,channel,t925_15,pred_tmax_degC,0.18308751185128178,0.21201769748806906,1
lime,channel,t850_15,pred_tmax_degC,0.0232488373073374,0.050849711377963,1
lime,channel,t700_15,pred_tmax_degC,0.007889912864328802,0.0352832143782855,1
lime,channel,t500_15,pred_tmax_degC,0.00491330790506596,0.007203375498509104,1
lime,channel,t300_15,pred_tmax_degC,0.0020232978629419994,0.05315395275692651,1
lime,channel,t1000_18,pred_tmax_degC,0.14966722153542267,0.1587358290903761,1
lime,channel,t925_18,pred_tmax_degC,0.14190874355349806,0.1362289003744882,1
lime,channel,t850_18,pred_tmax_degC,-0.03175651779640624,0.05572866533541594,1
lime,channel,t700_18,pred_tmax_degC,0.0007477324236139947,0.020048588470351788,1
lime,channel,t500_18,pred_tmax_degC,-0.0064056146137377095,0.034364094066287765,1
lime,channel,t300_18,pred_tmax_degC,0.0006853927762577622,0.025087000011147203,1
lime,channel,q1000_00,pred_tmax_degC,-0.04270303414268541,0.07884272909004772,1
lime,channel,q925_00,pred_tmax_degC,-0.031279666380566104,0.07600048153600777,1
lime,channel,q850_00,pred_tmax_degC,-0.020279261753541326,0.030429198661828638,1
lime,channel,q700_00,pred_tmax_degC,-0.017063514464651864,0.07124886106712182,1
lime,channel,q500_00,pred_tmax_degC,0.008528341125832563,0.01514666282596812,1
lime,channel,q300_00,pred_tmax_degC,-0.01959649445908328,0.02797743468394478,1
lime,channel,q1000_06,pred_tmax_degC,-0.027999759352034744,0.1554100762012658,1
lime,channel,q925_06,pred_tmax_degC,-0.021933936551673857,0.031837267711924584,1
lime,channel,q850_06,pred_tmax_degC,-0.016175957360060885,0.04118198205028842,1
lime,channel,q700_06,pred_tmax_degC,-0.03274339800177299,0.21620319172563704,1
lime,channel,q500_06,pred_tmax_degC,-0.01873150093565579,0.0383905830993285,1
lime,channel,q300_06,pred_tmax_degC,0.01183950331482292,0.016399788288117494,1
lime,channel,q1000_12,pred_tmax_degC,-0.016574401807593665,0.1160748856162789,1
lime,channel,q925_12,pred_tmax_degC,0.0002501413999499778,0.03338419108002882,1
lime,channel,q850_12,pred_tmax_degC,0.0017969988907353093,0.11106211313191232,1
lime,channel,q700_12,pred_tmax_degC,-0.005696871181212629,0.06699347773831124,1
lime,channel,q500_12,pred_tmax_degC,0.055038393290834195,0.020969734153762434,1
lime,channel,q300_12,pred_tmax_degC,-0.02151484031833449,0.05697990678152714,1
lime,channel,q1000_15,pred_tmax_degC,-0.0344278054063802,0.2097746506283146,1
lime,channel,q925_15,pred_tmax_degC,-0.017680117989660588,0.03652980025505264,1
lime,channel,q850_15,pred_tmax_degC,-0.06128645718250953,0.22906250997692057,1
lime,channel,q700_15,pred_tmax_degC,-0.013362659828343703,0.09937781306253858,1
lime,channel,q500_15,pred_tmax_degC,-0.044720316313059394,0.01664021993467369,1
lime,channel,q300_15,pred_tmax_degC,-0.015441313608750652,0.02980993687376794,1
lime,channel,q1000_18,pred_tmax_degC,-0.030867787579358666,0.05187059556071452,1
lime,channel,q925_18,pred_tmax_degC,-0.03388713534715471,0.1252886972062755,1
lime,channel,q850_18,pred_tmax_degC,-0.06243405764192539,0.1717770979379102,1
lime,channel,q700_18,pred_tmax_degC,0.00015795330820067306,0.009159329979774007,1
lime,channel,q500_18,pred_tmax_degC,0.01558729281478702,0.024968004495609788,1
lime,channel,q300_18,pred_tmax_degC,-0.0096959997686588,0.018579102944781423,1
lime,channel,lat,pred_tmax_degC,0.000918065094848428,0.0007794201173147787,1
lime,channel,lon,pred_tmax_degC,-0.0007828970472463794,0.003853468976842637,1
lime,channel,cos_time,pred_tmax_degC,-0.41233520525004413,0.8636731297187351,1
lime,channel,sin_time,pred_tmax_degC,0.007882859588188244,0.08738695344886843,1
lime,channel,elevation,pred_tmax_degC,-0.0008137279591362192,0.0018528987712591498,1
lime,variable,variable=z,pred_tmax_degC,0.26817883769388173,0.4220203925120411,30
lime,variable,variable=t,pred_tmax_degC,1.413084882642234,2.2240724245934804,30
lime,variable,variable=q,pred_tmax_degC,-0.522897663229506,0.7169896610473131,30
lime,variable,variable=scaffold,pred_tmax_degC,-0.40513090557339004,0.8842005189797199,5
lime,level,level=1000,pred_tmax_degC,0.29977453416703626,1.1651999752647275,15
lime,level,level=925,pred_tmax_degC,0.7922734127417407,0.8055742032703527,15
lime,level,level=850,pred_tmax_degC,0.061552826873042504,0.5888378000288453,15
lime,level,level=700,pred_tmax_degC,-0.07493848065890985,0.23237061269806644,15
lime,level,level=500,pred_tmax_degC,0.06445230032531256,0.1695876641498518,15
lime,level,level=300,pred_tmax_degC,0.015251463658387525,0.04399004059534639,15
lime,hour,hour=00,pred_tmax_degC,-0.025131688849910672,0.28289861742439437,18
lime,hour,hour=06,pred_tmax_degC,0.11903435021475882,0.16604131183078608,18
lime,hour,hour=12,pred_tmax_degC,0.4979649754293941,0.7755653761424274,18
lime,hour,hour=15,pred_tmax_degC,0.21974498739502246,0.5500029080607136,18
lime,hour,hour=18,pred_tmax_degC,0.34675343291734484,0.5102974987673697,18
