Fold,Mean absolute error,Pearson correlation,Spearman correlation,Epoch,train NLL,test NLL,test CRPS
4,0.2710969150066376,0.9594381153583527,0.965732433512935,0,0.7924022197723388,0.6983404755592346,nan
4,0.17124945670366287,0.9759158492088318,0.977078147168915,1,0.06880134912207722,0.10228774696588516,nan
4,0.19578661024570465,0.9797810614109039,0.9802344520023167,2,0.21101355999708177,0.18153440952301025,nan
4,0.1858702376484871,0.9820849895477295,0.9827953716434447,3,0.08101965114474297,0.08243244141340256,nan
4,0.13780343532562256,0.9811321496963501,0.9815917203292557,4,-0.17429512068629266,-0.06549030542373657,nan
4,0.13977763056755066,0.9836287498474121,0.9836727060734061,5,0.034445240919012576,-0.11021612584590912,nan
4,0.1447547748684883,0.9840171933174133,0.9842005856529343,6,0.0578249204903841,-0.08768179267644882,nan
4,0.17223692685365677,0.9837991297245026,0.9837113488623278,7,-0.13746530264616014,0.01984020695090294,nan
4,0.14300863444805145,0.9847116470336914,0.9843804415964339,8,-0.0689244769513607,-0.17164543271064758,nan
4,0.12923065572977066,0.9849406182765961,0.9848901924601718,9,0.038751158863306046,-0.24487651884555817,nan
4,0.1561988964676857,0.9852729439735413,0.9850633694031169,10,0.07702313959598542,-0.06976904720067978,nan
4,0.14061444252729416,0.9841077923774719,0.9844274331360484,11,-0.20224429927766324,-0.12540549039840698,nan
4,0.1278771013021469,0.9850965738296509,0.9851618846612935,12,-0.17802638560533524,-0.2369668185710907,nan
4,0.15147598832845688,0.9853736162185669,0.9853801448579806,13,-0.18122193068265915,0.062099047005176544,nan
4,0.13027088344097137,0.9845873713493347,0.9839217373797899,14,-0.16312034780858084,-0.25808337330818176,nan
4,0.12341895699501038,0.9859078228473663,0.98558218462475,15,-0.2585087403655052,-0.2693672478199005,nan
4,0.13166987895965576,0.9854753911495209,0.985726737279605,16,-0.24571835100650788,-0.263711154460907,nan
4,0.12448903173208237,0.9865081906318665,0.9861244351548093,17,-0.2873270303010941,-0.2566765248775482,nan
4,0.13952471315860748,0.9857424795627594,0.985318602638587,18,-0.12948943227529525,-0.1849050372838974,nan
